original_filename,output_basename,scale_factor,coordinate_scale,qr_detected,qr_text,qr_raw,qr_format,qr_plot,qr_spalte,qr_reihe,qr_condition,qr_sample_id,worm_id,raw_label,area_px,skeleton_length_px,axis_major_px,axis_minor_px,aspect_ratio,eccentricity,solidity,perimeter_px,orientation_rad,equivalent_diameter_area_px,centroid_y_crop,centroid_x_crop,centroid_y_image,centroid_x_image,bbox_y0_crop,bbox_x0_crop,bbox_y1_crop,bbox_x1_crop,bbox_y0_image,bbox_x0_image,bbox_y1_image,bbox_x1_image,qr_token_count,qr_token_0,qr_token_1,qr_token_2,qr_token_3,qr_token_4,qr_token_5
20260512_154701.jpg,20260512-154701__qr-Plot180-Spalte3-Reihe60-R4S-274__53e84806,0.5,working_pixels,True,Plot180_Spalte3_Reihe60_R4S_274_,Plot180_Spalte3_Reihe60_R4S_274_,plot_spalte_reihe_condition_sample,180.0,3.0,60.0,R4S,274.0,1,1,333,32.0,45.88388377551586,9.476049131552251,4.842090109340718,0.9784418757919864,0.8927613941018767,97.1543289325507,1.0892804224209174,20.590987552733093,480.5975975975976,567.5615615615616,640.5975975975975,687.5615615615616,469,550,493,588,629,670,653,708,,,,,,,
20260512_154701.jpg,20260512-154701__qr-Plot180-Spalte3-Reihe60-R4S-274__53e84806,0.5,working_pixels,True,Plot180_Spalte3_Reihe60_R4S_274_,Plot180_Spalte3_Reihe60_R4S_274_,plot_spalte_reihe_condition_sample,180.0,3.0,60.0,R4S,274.0,2,2,888,54.0,70.41431255041604,20.126586349341046,3.498572054307731,0.9582800720256076,0.7775831873905429,158.0243866176395,0.9177591583660262,33.62494186946387,713.1092342342342,307.9268018018018,873.1092342342342,427.9268018018018,695,278,740,331,855,398,900,451,,,,,,,
20260512_154701.jpg,20260512-154701__qr-Plot180-Spalte3-Reihe60-R4S-274__53e84806,0.5,working_pixels,True,Plot180_Spalte3_Reihe60_R4S_274_,Plot180_Spalte3_Reihe60_R4S_274_,plot_spalte_reihe_condition_sample,180.0,3.0,60.0,R4S,274.0,3,3,660,42.0,61.614151196933946,16.319473216799395,3.775498778570123,0.9642853202032312,0.7961399276236429,132.81118318204307,-1.2216166204055294,28.988585676524604,760.959090909091,751.6530303030303,920.959090909091,871.6530303030303,745,724,773,777,905,844,933,897,,,,,,,
20260512_154701.jpg,20260512-154701__qr-Plot180-Spalte3-Reihe60-R4S-274__53e84806,0.5,working_pixels,True,Plot180_Spalte3_Reihe60_R4S_274_,Plot180_Spalte3_Reihe60_R4S_274_,plot_spalte_reihe_condition_sample,180.0,3.0,60.0,R4S,274.0,4,5,455,36.0,51.409694063253205,13.086660857271069,3.9284042448986902,0.9670579592472982,0.803886925795053,110.08326112068522,0.1787480015523887,24.069150231250354,888.723076923077,184.65934065934067,1048.7230769230769,304.65934065934067,866,177,912,195,1026,297,1072,315,,,,,,,
20260512_154701.jpg,20260512-154701__qr-Plot180-Spalte3-Reihe60-R4S-274__53e84806,0.5,working_pixels,True,Plot180_Spalte3_Reihe60_R4S_274_,Plot180_Spalte3_Reihe60_R4S_274_,plot_spalte_reihe_condition_sample,180.0,3.0,60.0,R4S,274.0,5,8,274,26.0,38.18147156344461,10.222217624659647,3.735145637218408,0.963494762977511,0.8353658536585366,81.49747468305833,-0.5239406341942031,18.67799869518773,1038.3284671532847,450.470802919708,1198.3284671532847,570.470802919708,1022,439,1054,460,1182,559,1214,580,,,,,,,
20260512_154701.jpg,20260512-154701__qr-Plot180-Spalte3-Reihe60-R4S-274__53e84806,0.5,working_pixels,True,Plot180_Spalte3_Reihe60_R4S_274_,Plot180_Spalte3_Reihe60_R4S_274_,plot_spalte_reihe_condition_sample,180.0,3.0,60.0,R4S,274.0,6,10,1190,55.0,78.74526154086665,21.445471630894037,3.671882945555153,0.9622011294991134,0.8592057761732852,176.75230867899737,-0.4951579750945232,38.92499271977894,1087.9,333.1411764705882,1247.9,453.1411764705882,1053,309,1119,352,1213,429,1279,472,,,,,,,
20260512_154701.jpg,20260512-154701__qr-Plot180-Spalte3-Reihe60-R4S-274__53e84806,0.5,working_pixels,True,Plot180_Spalte3_Reihe60_R4S_274_,Plot180_Spalte3_Reihe60_R4S_274_,plot_spalte_reihe_condition_sample,180.0,3.0,60.0,R4S,274.0,7,11,865,56.0,73.62237727137683,18.74200475484718,3.92820182442522,0.9670545063174014,0.7648099027409372,159.39696961967,-1.3772323609651502,33.186626918021,1173.3132947976878,297.15375722543354,1333.3132947976878,417.1537572254336,1163,266,1190,332,1323,386,1350,452,,,,,,,
20260512_154701.jpg,20260512-154701__qr-Plot180-Spalte3-Reihe60-R4S-274__53e84806,0.5,working_pixels,True,Plot180_Spalte3_Reihe60_R4S_274_,Plot180_Spalte3_Reihe60_R4S_274_,plot_spalte_reihe_condition_sample,180.0,3.0,60.0,R4S,274.0,8,14,804,54.0,73.24958939928355,18.93407084967915,3.868665644109218,0.9660147208734716,0.7514018691588785,156.81118318204307,0.0196593656818984,31.99507140118726,1214.189054726368,720.0522388059702,1374.189054726368,840.0522388059702,1182,710,1248,730,1342,830,1408,850,,,,,,,
20260512_154701.jpg,20260512-154701__qr-Plot180-Spalte3-Reihe60-R4S-274__53e84806,0.5,working_pixels,True,Plot180_Spalte3_Reihe60_R4S_274_,Plot180_Spalte3_Reihe60_R4S_274_,plot_spalte_reihe_condition_sample,180.0,3.0,60.0,R4S,274.0,9,15,498,37.0,55.68678439607505,11.793425315660762,4.721849921085037,0.9773170608543044,0.9021739130434784,117.63961030678928,-1.117830647515082,25.180812005932435,1260.0281124497992,98.34538152610442,1420.0281124497992,218.3453815261044,1247,76,1275,122,1407,196,1435,242,,,,,,,
20260512_154701.jpg,20260512-154701__qr-Plot180-Spalte3-Reihe60-R4S-274__53e84806,0.5,working_pixels,True,Plot180_Spalte3_Reihe60_R4S_274_,Plot180_Spalte3_Reihe60_R4S_274_,plot_spalte_reihe_condition_sample,180.0,3.0,60.0,R4S,274.0,10,16,316,26.0,39.97739382626061,11.196927877053344,3.570389509089284,0.9599762294405628,0.8471849865951743,86.18376618407356,0.4155456141481539,20.0585068271871,1321.2183544303798,602.3006329113924,1481.2183544303798,722.3006329113924,1305,592,1339,611,1465,712,1499,731,,,,,,,
20260512_154701.jpg,20260512-154701__qr-Plot180-Spalte3-Reihe60-R4S-274__53e84806,0.5,working_pixels,True,Plot180_Spalte3_Reihe60_R4S_274_,Plot180_Spalte3_Reihe60_R4S_274_,plot_spalte_reihe_condition_sample,180.0,3.0,60.0,R4S,274.0,11,17,489,34.0,53.33508561856673,12.66222942018168,4.212140204438143,0.9714097827485504,0.8763440860215054,112.36753236814712,0.660449768179055,24.952237121658943,1447.316973415133,537.6625766871166,1607.316973415133,657.6625766871166,1428,520,1469,553,1588,640,1629,673,,,,,,,
20260512_154701.jpg,20260512-154701__qr-Plot180-Spalte3-Reihe60-R4S-274__53e84806,0.5,working_pixels,True,Plot180_Spalte3_Reihe60_R4S_274_,Plot180_Spalte3_Reihe60_R4S_274_,plot_spalte_reihe_condition_sample,180.0,3.0,60.0,R4S,274.0,12,18,452,31.0,45.99627542479495,14.407368449996971,3.1925521710944107,0.9496776182715164,0.8173598553345389,103.1543289325507,-0.5709686801476006,23.98967015655475,1458.367256637168,481.0420353982301,1618.367256637168,601.0420353982302,1439,466,1476,494,1599,586,1636,614,,,,,,,
20260512_154701.jpg,20260512-154701__qr-Plot180-Spalte3-Reihe60-R4S-274__53e84806,0.5,working_pixels,True,Plot180_Spalte3_Reihe60_R4S_274_,Plot180_Spalte3_Reihe60_R4S_274_,plot_spalte_reihe_condition_sample,180.0,3.0,60.0,R4S,274.0,13,19,793,57.0,70.98623846074209,19.62796356152367,3.6165870309589874,0.961012828902534,0.7144144144144144,155.29646455628165,1.2980741911367946,31.77544585013693,1498.1349306431273,223.10970996216895,1658.1349306431273,343.1097099621689,1487,191,1517,253,1647,311,1677,373,,,,,,,
20260512_154701.jpg,20260512-154701__qr-Plot180-Spalte3-Reihe60-R4S-274__53e84806,0.5,working_pixels,True,Plot180_Spalte3_Reihe60_R4S_274_,Plot180_Spalte3_Reihe60_R4S_274_,plot_spalte_reihe_condition_sample,180.0,3.0,60.0,R4S,274.0,14,20,550,42.0,57.18082621918481,12.927318328732332,4.423255060726274,0.9741092367590992,0.8957654723127035,122.32590180780451,-0.3249834467761334,26.462837142006137,1629.438181818182,409.86727272727273,1789.438181818182,529.8672727272727,1605,400,1656,423,1765,520,1816,543,,,,,,,
